"Id","Code","Name","Standard Class","Domain","Vocab","Validity","Concept"
19081060,315620,"chloral hydrate 100 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
19088792,332750,"chloral hydrate 28.6 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
19101177,385478,"chloral hydrate 414 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
19105534,421390,"chloral hydrate 50 MG Rectal Suppository","Clinical Drug","Drug","RxNorm","Valid","Standard"
19105535,421391,"chloral hydrate 25 MG Rectal Suppository","Clinical Drug","Drug","RxNorm","Valid","Standard"
19108408,435475,"chloral hydrate 900 MG Rectal Suppository","Clinical Drug","Drug","RxNorm","Valid","Standard"
19108409,435476,"chloral hydrate 900 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
19109224,438407,"chloral betaine 28.6 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
19109225,438410,"chloral hydrate 200 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
19109226,438411,"chloral hydrate 25 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
19109227,438412,"chloral hydrate 50 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
19128752,755619,"chloral hydrate 200 MG/ML Oral Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
19128753,755620,"chloral hydrate 40 MG/ML Oral Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
19129107,756275,"chloral betaine 28.6 MG/ML Oral Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
19135825,89808,"chloral betaine","Ingredient","Drug","RxNorm","Valid","Standard"
40145864,757330,"chloral betaine Oral Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40164211,861186,"chloral hydrate 0.0112 MG/MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40164212,861184,"chloral hydrate 0.02 MG/MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40164213,861185,"chloral hydrate 0.02 MG/MG / salicylic acid 0.5 MG/MG Topical Ointment","Clinical Drug","Drug","RxNorm","Valid","Standard"
40165460,861187,"amylocaine 0.0075 MG/MG / chloral hydrate 0.0112 MG/MG Topical Ointment","Clinical Drug","Drug","RxNorm","Valid","Standard"
738156,3638,"doxepin","Ingredient","Drug","RxNorm","Valid","Standard"
738240,328242,"doxepin 10 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
738241,328244,"doxepin 25 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
738262,328245,"doxepin 50 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
738263,328246,"doxepin 75 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
19022560,199944,"doxepin 50 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19022581,199945,"doxepin 75 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19085200,330430,"doxepin 100 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
19104205,413146,"doxepin 12.5 MG/ML Injectable Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
19105836,422765,"doxepin 40 MG/ML Oral Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
19107104,430460,"doxepin 10 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19107105,430461,"doxepin 5 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19107106,430462,"doxepin 25 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19107107,430463,"doxepin 100 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19109669,439208,"doxepin 12.5 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
19109670,439210,"doxepin 40 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
19109695,439256,"doxepin 5 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40032298,439209,"doxepin Injectable Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40032299,371962,"doxepin Oral Capsule","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40032300,366189,"doxepin Oral Capsule [Adapin]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40032301,366188,"doxepin Oral Capsule [Sinequan]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40032302,379135,"doxepin Oral Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40032303,364213,"doxepin Oral Solution [Sinequan]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40032304,375040,"doxepin Oral Tablet","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40032305,377691,"doxepin Topical Cream","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40032306,362334,"doxepin Topical Cream [Prudoxin]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40032307,362333,"doxepin Topical Cream [Zonalon]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40173383,966786,"doxepin 3 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40173384,966787,"doxepin 3 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
40173385,966791,"doxepin 3 MG Oral Tablet [Silenor]","Branded Drug","Drug","RxNorm","Valid","Standard"
40173386,966789,"doxepin 3 MG [Silenor]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40173387,966792,"doxepin 6 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40173388,966793,"doxepin 6 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
40173389,966795,"doxepin 6 MG Oral Tablet [Silenor]","Branded Drug","Drug","RxNorm","Valid","Standard"
40173390,966794,"doxepin 6 MG [Silenor]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40173391,966790,"doxepin Oral Tablet [Silenor]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40224874,1000047,"doxepin hydrochloride 10 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40224875,1000048,"doxepin hydrochloride 10 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
40224876,1000050,"doxepin hydrochloride 10 MG Oral Capsule [Adapin]","Branded Drug","Drug","RxNorm","Valid","Standard"
40224877,1000052,"doxepin hydrochloride 10 MG Oral Capsule [Sinequan]","Branded Drug","Drug","RxNorm","Valid","Standard"
40224878,1000049,"doxepin hydrochloride 10 MG [Adapin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40224879,1000051,"doxepin hydrochloride 10 MG [Sinequan]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40224880,1000053,"doxepin hydrochloride 10 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40224881,1000054,"doxepin hydrochloride 10 MG/ML Oral Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
40224882,1000056,"doxepin hydrochloride 10 MG/ML Oral Solution [Sinequan]","Branded Drug","Drug","RxNorm","Valid","Standard"
40224883,1000055,"doxepin hydrochloride 10 MG/ML [Sinequan]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40224884,1000057,"doxepin hydrochloride 100 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40224885,1000058,"doxepin hydrochloride 100 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
40224886,1000060,"doxepin hydrochloride 100 MG Oral Capsule [Adapin]","Branded Drug","Drug","RxNorm","Valid","Standard"
40224887,1000062,"doxepin hydrochloride 100 MG Oral Capsule [Sinequan]","Branded Drug","Drug","RxNorm","Valid","Standard"
40224888,1000059,"doxepin hydrochloride 100 MG [Adapin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40224889,1000061,"doxepin hydrochloride 100 MG [Sinequan]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40224890,1000063,"doxepin hydrochloride 150 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40224891,1000064,"doxepin hydrochloride 150 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
40224892,1000066,"doxepin hydrochloride 150 MG Oral Capsule [Adapin]","Branded Drug","Drug","RxNorm","Valid","Standard"
40224893,1000068,"doxepin hydrochloride 150 MG Oral Capsule [Sinequan]","Branded Drug","Drug","RxNorm","Valid","Standard"
40224894,1000065,"doxepin hydrochloride 150 MG [Adapin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40224895,1000067,"doxepin hydrochloride 150 MG [Sinequan]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40224896,1000069,"doxepin hydrochloride 25 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40224897,1000070,"doxepin hydrochloride 25 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
40224898,1000072,"doxepin hydrochloride 25 MG Oral Capsule [Adapin]","Branded Drug","Drug","RxNorm","Valid","Standard"
40224899,1000074,"doxepin hydrochloride 25 MG Oral Capsule [Sinequan]","Branded Drug","Drug","RxNorm","Valid","Standard"
40224900,1000071,"doxepin hydrochloride 25 MG [Adapin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40224901,1000073,"doxepin hydrochloride 25 MG [Sinequan]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40224902,1000075,"doxepin hydrochloride 50 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40224903,1000076,"doxepin hydrochloride 50 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
40224904,1000078,"doxepin hydrochloride 50 MG Oral Capsule [Adapin]","Branded Drug","Drug","RxNorm","Valid","Standard"
40224905,1000081,"doxepin hydrochloride 50 MG Oral Capsule [Sinequan]","Branded Drug","Drug","RxNorm","Valid","Standard"
40224906,1000077,"doxepin hydrochloride 50 MG [Adapin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40224907,1000080,"doxepin hydrochloride 50 MG [Sinequan]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40224908,1000090,"doxepin hydrochloride 50 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40224909,1000091,"doxepin hydrochloride 50 MG/ML Topical Cream","Clinical Drug","Drug","RxNorm","Valid","Standard"
40224910,1000093,"doxepin hydrochloride 50 MG/ML Topical Cream [Prudoxin]","Branded Drug","Drug","RxNorm","Valid","Standard"
40224911,1000095,"doxepin hydrochloride 50 MG/ML Topical Cream [Zonalon]","Branded Drug","Drug","RxNorm","Valid","Standard"
40224912,1000092,"doxepin hydrochloride 50 MG/ML [Prudoxin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40224913,1000094,"doxepin hydrochloride 50 MG/ML [Zonalon]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40224914,1000096,"doxepin hydrochloride 75 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40224915,1000097,"doxepin hydrochloride 75 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
40224916,1000099,"doxepin hydrochloride 75 MG Oral Capsule [Adapin]","Branded Drug","Drug","RxNorm","Valid","Standard"
40224917,1000101,"doxepin hydrochloride 75 MG Oral Capsule [Sinequan]","Branded Drug","Drug","RxNorm","Valid","Standard"
40224918,1000098,"doxepin hydrochloride 75 MG [Adapin]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
40224919,1000100,"doxepin hydrochloride 75 MG [Sinequan]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
19004299,104683,"flunitrazepam 1 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19055224,4460,"flunitrazepam","Ingredient","Drug","RxNorm","Valid","Standard"
19055226,199471,"flunitrazepam 2 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
19055227,246181,"flunitrazepam 2 MG/ML Injectable Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
19055228,331953,"flunitrazepam 2 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
19055229,334792,"flunitrazepam 2 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
19055230,336688,"flunitrazepam 1 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
19104362,413816,"flunitrazepam 1 MG/ML Injectable Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
19109961,439704,"flunitrazepam 1 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
40041414,372219,"flunitrazepam Injectable Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40041415,372220,"flunitrazepam Oral Tablet","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
756349,4501,"flurazepam","Ingredient","Drug","RxNorm","Valid","Standard"
40037409,372243,"flurazepam Oral Capsule","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
40037410,366779,"flurazepam Oral Capsule [Dalmane]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
40037411,372244,"flurazepam Oral Tablet","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
42800764,1298087,"flurazepam hydrochloride 15 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
42800765,1298088,"flurazepam hydrochloride 15 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
42800766,1298120,"flurazepam hydrochloride 15 MG Oral Capsule [Dalmane]","Branded Drug","Drug","RxNorm","Valid","Standard"
42800767,1298093,"flurazepam hydrochloride 15 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
42800768,1298119,"flurazepam hydrochloride 15 MG [Dalmane]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
42800769,1299210,"flurazepam hydrochloride 27.4 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
42800770,1299211,"flurazepam hydrochloride 27.4 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
42800771,1298090,"flurazepam hydrochloride 30 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
42800772,1298091,"flurazepam hydrochloride 30 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
42800773,1298128,"flurazepam hydrochloride 30 MG Oral Capsule [Dalmane]","Branded Drug","Drug","RxNorm","Valid","Standard"
42800774,1298096,"flurazepam hydrochloride 30 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
42800775,1298127,"flurazepam hydrochloride 30 MG [Dalmane]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
702773,427788,"mephobarbital 50 MG / phenobarbital 50 MG / phenytoin 50 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734275,8134,"phenobarbital","Ingredient","Drug","RxNorm","Valid","Standard"
734281,198368,"phenobarbital 65 MG/ML Injectable Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
734302,199164,"phenobarbital 97.2 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734303,199167,"phenobarbital 32.4 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734304,199168,"phenobarbital 64.8 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734305,199964,"phenobarbital 200 MG/ML Injectable Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
734483,243333,"ephedrine 25 MG / phenobarbital 15 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
734485,243516,"anisotropine 50 MG / phenobarbital 15 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734486,243517,"dicyclomine 10 MG / phenobarbital 15 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734487,243518,"phenobarbital 15 MG / propantheline 15 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734488,243626,"phenobarbital 100 MG/ML Injectable Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
734490,245353,"dicyclomine 30 MG / phenobarbital 15 MG Extended Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734491,245385,"phenobarbital 120 MG/ML Injectable Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
734512,245939,"homatropine 0.3 MG / phenobarbital 15 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734513,246456,"belladonna extract, USP 0.07 MG / phenobarbital 100 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734514,246478,"phenobarbital 50 MG / phenytoin 50 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734515,247979,"aspirin 325 MG / phenobarbital 15 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
734519,249991,"phenobarbital 50 MG / phenytoin 100 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734521,251158,"estrogens, conjugated (USP) 0.625 MG / phenobarbital 30 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734542,251325,"phenobarbital 15 MG/ML Injectable Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
734543,251991,"phenobarbital 20 MG / phenytoin 30 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734545,252284,"phenobarbital 50 MG/ML Injectable Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
734549,282462,"phenobarbital 30 MG/ML Injectable Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
734550,282463,"phenobarbital 60 MG/ML Injectable Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
734703,311357,"liver,desiccated 100 MG / phenobarbital 50 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734704,311454,"mannitol 30 MG / phenobarbital 15 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734705,311957,"niacin 3.3 MG / niacinamide 3.3 MG / phenobarbital 160 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734707,312356,"phenobarbital 15 MG / potassium iodide 160 MG / sodium bicarbonate 130 MG / theobromine 160 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734708,312357,"phenobarbital 15 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734711,312362,"phenobarbital 30 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734782,312363,"phenobarbital 32 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734783,312364,"phenobarbital 32 MG Delayed Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734785,312366,"phenobarbital 65 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734786,312367,"phenobarbital 8 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734787,312368,"phenobarbital 90 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734789,313835,"aminophylline 100 MG / phenobarbital 15 MG Delayed Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734791,313868,"belladonna alkaloids 0.112 MG / phenobarbital 16.2 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734842,313869,"belladonna alkaloids 0.38 MG / phenobarbital 50 MG Extended Release Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
734848,315172,"phenobarbital 32 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
734849,316475,"phenobarbital 100 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734850,316476,"phenobarbital 15 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734851,316477,"phenobarbital 15 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734882,316478,"phenobarbital 16 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734883,316479,"phenobarbital 16.2 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734885,316481,"phenobarbital 3.24 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734886,316482,"phenobarbital 3.7 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734887,316483,"phenobarbital 30 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734888,316484,"phenobarbital 4 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734889,316485,"phenobarbital 50 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734890,316486,"phenobarbital 65 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734891,316487,"phenobarbital 8 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734922,316488,"phenobarbital 90 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734923,317461,"phenobarbital 32 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734924,317462,"phenobarbital 45 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734925,317463,"phenobarbital 60 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734926,317848,"belladonna alkaloids 0.13 MG / phenobarbital 15 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734927,317849,"belladonna alkaloids 0.126 MG / phenobarbital 15 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734928,317855,"belladonna extract, USP 15 MG / phenobarbital 15 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734929,317862,"calcium carbonate 5 MG / magnesium hydroxide 5 MG / phenobarbital 8 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
734931,328563,"phenobarbital 6 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734952,328565,"phenobarbital 30 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734953,328567,"phenobarbital 60 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734954,328569,"phenobarbital 65 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734955,328572,"phenobarbital 130 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734956,328888,"phenobarbital 3.2 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734958,329622,"phenobarbital 9 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734959,331416,"phenobarbital 32.4 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734960,331417,"phenobarbital 97.2 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734961,332311,"phenobarbital 200 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734982,335365,"phenobarbital 5 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734983,335366,"phenobarbital 120 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734984,335367,"phenobarbital 50 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734985,335425,"phenobarbital 20 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734986,335937,"phenobarbital 1.6 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734989,336147,"phenobarbital 25 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734990,336345,"phenobarbital 40 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
734991,336464,"phenobarbital 6.5 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
735012,336495,"phenobarbital 160 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
735013,336496,"phenobarbital 200 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
735014,336553,"phenobarbital 0.5 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
735015,336555,"phenobarbital 0.4 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
735016,336557,"phenobarbital 0.8 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
735017,336776,"phenobarbital 12.5 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
735018,336777,"phenobarbital 100 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
735019,336875,"phenobarbital 24 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
735042,348458,"phenobarbital 7.5 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
735166,756143,"phenobarbital 3 MG/ML Oral Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
735203,756261,"belladonna alkaloids 0.0436 MG/ML / phenobarbital 4.32 MG/ML Oral Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
735205,756295,"ephedrine 0.8 MG/ML / guaifenesin 5.2 MG/ML / phenobarbital 0.5 MG/ML / theophylline 4 MG/ML Oral Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
735206,756296,"ephedrine 1.2 MG/ML / phenobarbital 0.4 MG/ML / theophylline 5.9 MG/ML Oral Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
735208,756327,"phenobarbital 12.5 MG/ML Oral Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
735209,756329,"phenobarbital 3.7 MG/ML Oral Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
735210,756331,"phenobarbital 5 MG/ML Oral Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
